clock,value
149,720
150,702
151,702
152,702
153,702
154,702
155,702
156,702
157,702
158,702
159,702
160,702
161,702
162,702
163,702
164,702
165,702
166,702
167,702
168,702
169,702
170,702
171,702
172,702
173,702
174,702
175,702
176,702
177,702
178,702
179,702
180,702
181,702
182,702
183,702
184,702
185,702
186,702
187,702
188,702
189,702
190,702
191,702
192,702
193,702
194,702
195,702
196,702
197,702
198,702
199,702
200,702
201,702
202,702
203,702
204,702
205,702
206,702
207,702
208,702
209,702
210,702
211,702
212,702
213,702
214,702
215,702
216,702
217,702
218,702
219,702
220,702
221,702
222,702
223,702
224,702
225,702
226,702
227,702
228,702
229,702
230,702
231,702
232,702
233,702
234,702
235,702
236,702
237,702
238,702
239,702
240,702
241,702
242,702
243,702
244,702
245,702
246,702
247,702
248,702
249,702
250,702
251,702
252,702
253,702
254,702
255,702
256,702
257,702
258,702
259,702
260,702
261,702
262,702
263,702
264,702
265,702
266,702
267,702
268,702
269,702
270,702
271,702
272,702
273,702
274,702
275,702
276,702
277,702
278,702
279,702
280,702
281,702
282,702
283,702
284,702
285,702
286,702
287,702
288,702
289,702
290,702
291,702
292,702
293,702
294,702
295,702
296,702
297,702
298,702
299,702
300,702
301,702
302,702
303,702
304,702
305,702
306,702
307,702
308,702
309,702
310,702
311,702
312,702
313,702
314,702
315,702
316,702
317,702
318,702
319,702
320,702
321,702
322,702
323,702
324,702
325,702
326,702
327,702
328,702
329,702
330,702
331,702
332,702
333,702
334,702
335,702
336,702
337,702
338,702
339,702
340,702
341,702
342,702
343,702
344,702
345,702
346,702
347,702
348,702
349,702
350,702
351,702
352,702
353,702
354,702
355,702
356,702
357,702
358,702
359,702
360,702
361,702
362,702
363,702
364,702
365,702
366,702
367,702
368,702
369,702
370,702
371,702
372,702
373,702
374,702
375,702
376,702
377,702
378,702
379,702
380,702
381,702
382,702
383,702
384,702
385,702
386,702
387,702
388,702
389,702
390,702
391,702
392,702
393,702
394,702
395,702
396,702
397,702
398,702
399,702
400,702
401,702
402,702
403,702
404,702
405,702
406,702
407,702
408,702
409,702
410,702
411,702
412,702
413,702
414,702
415,702
416,702
417,702
418,702
419,690
420,690
421,690
422,690
423,782
424,782
425,782
426,782
427,782
428,782
429,782
430,782
431,782
432,782
433,782
434,782
435,782
436,782
437,782
438,782
439,782
440,782
441,782
442,782
443,782
444,734
